,Unnamed: 0,Unnamed: 0.1,text,ID,Autor,Gattung
81,81,81,so die hochgelahrten   die weise und alte   geschicht ' und dichtkunst sein zweierlei zunft   ich gefallen nicht die » erste «   die » dritte «   die » fünfte «   zahl und wieder zahl bloß schein|scheinen ich tot und charakterlos   ragnar pechhos ' und iwar klaftergriff haben schon andere schneid und schliff   harald blauzahn und rolf krake die zwerg helfen schon anders über die berg   swend gabel  und hakon borkenbart   fleckauge   schönhaar   sigurd ring   all schon eine ander ding   gorm grymme   frede harde schnut   olaf hunger vor alle gefallen ich gut   und zu+die letzt   olaf kragebeen   treten vor und verneigen ihr und lassen ihr sehen   ,autoren_lyrik_lemma_Fontane_Nordische Königsnamen,Fontane,lyrik
82,82,82,,autoren_lyrik_lemma_fontane_Plädoyer gegen die Unsterblichkeit,fontane,lyrik
83,83,83,gott mit du   herr   und kommen die tag   die noch keine werden sparen   dann wie aus werden wir singen und sagen von+die kaiser blanchebart   ,autoren_lyrik_lemma_Fontane_Kaiser Blanchebart,Fontane,lyrik
84,84,84,stehen auf sand'gem dünenrücken eine fischerhütt ' an+die strand   abendrot und netz schmücken wunderlich die giebelwand   drinnen spinnen und schnurren die rädchen   blass die mond in+die fenster scheinen   still an+die herd die fischermädchen denken die letzt sturm und   weinen   und es klagen ihr träne|tränen   » weit die himmel   tief die see   doch noch weiter gehen mein sehne|sehnen   und noch tief sein mein weh   « ,autoren_lyrik_lemma_fontane_Das Fischermädchen,fontane,lyrik
85,85,85,ich sein eine unglückselig rohr   gefühl und gedanke seh ' rechts und links   zurück und vor   in jede wind   ich schwanken   da liegen nichts zwischen sein und tod   was ich nicht schon erflehen   heuen bitt ' ich um die glaube brot   dass morgen ich es zertrete   bald sein es in+die herz kirchenstill   bald schäumen es wie saft die rebe   ich wissen nicht   was ich sollen und wollen     es sein eine kläglich leben   du rufen ' ich   die die kleinste du in dein schutz nehmen   gönnen mein herz halt und ruhen   gott   laß ich nicht verkommen   leihen ich die kraft   die ich gebricht   nehmen weg   was ich verwirret   sonst löschen es aus   dies flackerlicht   die über sumpf irret   ,autoren_lyrik_lemma_fontane_Bekenntnis,fontane,lyrik
86,86,86,wollen du denn immer noch nicht ruhn   haben du noch immer so viel zu thun   hängen dein harfe   mein herz   an die weide|weiden   lernen du endlich doch   endlich bescheiden   immer noch fühlen ich du flammen und glühn   wenn du in+die frühling die rose umblühn   immer noch sehnst du du   süß wie vor jahr   wild nach die glück mit die golden haar   schmeichelst es liebling und lorelei   ach   und noch immer fliegen es vorbei   lassen doch dein schlagen   lassen doch   mein herz   sehen   dies welt sein eine grausam scherz   ueberall gähnen es du an   verzicht   immer und immer die alt geschichte   ,autoren_lyrik_lemma_fontane_24. [Willst du denn immer noch nicht ruhn],fontane,lyrik
87,87,87,er siegreich die zepter von dänemark halten   seine schiff von insel zu insel ziehn   unterwerfen sein wendland und julin   und nun gen weste|westen   über die meer jagen er   die schrecken vor er her   in die themsemündung fahren er ein   ganz london sein eine feuerschein   und nun zu ross und nun zu hauf essex und norfolk zeihen|ziehen er hinauf   und mit zechgenossen und kumpanei reiten er eine in sankt edmunds abtei   da sitzen sie nun die hall ' entlang   aus die kirche klingen fromm mönch gesang   » was sollen die geplärr wir   « und in die kapell'n swend gabelbart lassen sein marstall er stell'n   er mögen sie nicht hören   die litanein     lärm und gewieher   so sollen es sein     in die roß gestampf erlöschen die chor   schütten hafer auf sankt edmund truh   er selber nicken ihr die segen dazu   « sankt edmund   an schwarz golden wand   hall ' aufwärts in sein nische stehen   einst sein er könig   eine matt licht umspielen er flackernd   swend aber sprechen   » sankt edmund   du schufst hier kirch ' und abtei   dein land   es gehen verloren dabei   nun stehen du da   tragen mönchisch gewand   halten wie zu+die spott eine schwert in die hand   und doch   o könig   sein könig du je   du tun jetzt ab dein todesruh und kämst als eine rächer auf ich zu   und ob zerbrechen auch dein schwert   es sein du doch die kampf wert   aus dies hall ' hier   aus dies haus   eine mönchsbild sein du bei lebzeit schon   « swend gabelbart schweigen   in+die kreis rundum ward es so still und werd es so stumm   in die nische die licht immer düster brennen   da steigen es herab von+die postament   und tappen und tappen   in steinerem schuh auf swend gabelbart schreiten sankt edmund zu   vor strecken er sein zerbrechen schwert   » nun   swend   laß sehen   wer gut bewehren   « aus die könig aug ' eine entsetzen sprechen   die stumpf schwert   es treffen er gut   swend gabelbart liegen in sein blut   nah klingen die mönch gesang   sie tragen die tote die hall ' entlang   ,autoren_lyrik_lemma_fontane_Swend Gabelbart,fontane,lyrik
88,88,88,und dolor tyrannus also sprechen   » ihr lieb arzt   gemach   gemach   immer eng wollen ihr ich umziehn mit opium   morphium   kokaïn   immer reich stellen sich ihr zu+die wahl äther   chloroform   chloral   und doch   ob brom   ob jod   ob od   die schmerz sein ewig wie die tod   « ,autoren_lyrik_lemma_Fontane_Dolor Tyrannus,Fontane,lyrik
89,89,89,unerhört   auf lombok haben man sich empört   auf die insel lombok die balinesen sein mit mynheer unzufrieden sein   ,autoren_lyrik_lemma_Fontane_Die Balinesenfrauen auf Lombok,Fontane,lyrik
90,90,90,keine trommelwirbel   keine grablied hohl   als wir an die wallrand lenken   keine schuss rufen über er hin   » fahr wohl «   als wir er niedersenkten   wir senken er nieder um mitternacht   sein grab   ohne prunk und flimmer   wir haben es mit bajonett machen   bei mond  und windlicht schimmer   viele zeit zu+die beten haben wir nicht   nicht zeit zu klage|klagen und sorge|sorgen   wir starren die tote in+die angesicht und denken   ›was nun morgen   ‹ keine grabtuch da   keine priester nah   keine sterbekleid und keine schragen   wie eine schlafend krieger liegen er da   sein mantel umschlagen   und kaum noch   dass unser tun vollbringen   heim rufen wir die glock ' von die schiff   und über wir hin jetzt   durch die nacht   des feind kugel pfeifen   blutfeucht von heldentume   allein mit sein ruhm   wir denken   als wir die hügel machen über sein bett die ehre   ›bald drüber hin zeihen|ziehen feind macht   und wir   weit   weit auf die meer   sie werden schwätzen viele auf und ab von ehre   die kaum retten   doch nichts von alle dringen in sein grab   drin wir britisch er gebettet ‹ ,autoren_lyrik_lemma_fontane_General Sir John Moores Begräbnis,fontane,lyrik
91,91,91,was kämpfen ihr noch voll halb zwang eine leer wortgefecht » um+die recht «   entschlagt ihr die gelehrt dranges   ich sagen '   eine kurz schwert und eine lang   ich sagen '   eine stark ' herz und eine bange   ,autoren_lyrik_lemma_Fontane_11.,Fontane,lyrik
92,92,92,und gott   es sein in+die spätherbst zweiundsechzig   treten an sein himmelsfenster   sehen hernieder seit die bronzell tag und die tag von olmütz   er schütteln die kopf   danach beginnen er   » die gehen nicht lang so   streit und zerklüftung lähmen er die kraft   zehren er an mark und leben   und jede dritt   die au fond nicht wert sein   die michel sein schuhriem ' nur zu lösen   krähen nicht bloß laut auf sein eigen mist   nein   krähen auch über+die rhein und schlagen die flügel und werfen die rot kamm   ich kennen ' die fahne   die gehen nicht lang so   gewiss   die deutsche   sie taugen auch nicht viel   die lieb schlingel   sein besserwisser   knurrn und querulieren und schreiben buch   drin sie ich beweisen   es sein nicht viel mit ich   in+die letzt grund bestünd ' ich nur durch kompromiss und gnade   die predigen sie von tisch und von bank und fühlen sich in ihr tabakshimmel als ober gott   und werden es dann gemütlich   so rufen sie ich zu   ›ich kommen ' du einen   ‹ ich kennen sie   sie haben was kneipantes   was buntbemütztes   rüplig burschikoses   sein kindisch   eitel   unbequem gefühlvoll und viele andere noch   ich wissen   ich wissen es   und doch   wenn eins zu+die andere ich erwägen   so sein sie schließlich immer noch die gut   die gut und natürlich vor alle   an+die meiste frei von babel und von sodom   sie dauern ich   längst quälen ich die gedanke   wie schaffen ' ich sie zuspruch   beistand   hilfe   vielleicht   dass ich in+die gehen und meditieren eine ausweg kommen   eine gut plan   eine einfall   « und solche denkend nehmen er hut und mantel und sein stab und schreiten hinaus in+die freie   die weg sein weit   die straßenflucht ohn ' ende   doch endlich kommen garten   park und wiese mit silberbächen und mit birkenbrücken   und jenseits dies wiese   hoch liegen   erheben eine ältrer stadtteil sich   halb ghetto   halb kapitol   eine bunt gemisch von hütte und tempel und palast   die palast höchst vornehm   alle porphyr   alle marmor   und doch mit holz verschlagen und vergittern   als sein es kerker   und es sein kerker   denn hinter dies gitterstab sitzen » in+die altenteil «   so heißen es euphemistisch   die gut   alt   abgesetzt gott   neptun und pluto   mars   nur bacchus fehlen     und sehen   an zeus   er wohnen sichtlich frei und werd auf wort und handschlag hin behandeln     an zeus treten jetzt sein ober herr und sagen   » grüßen ' gott du   alter   bringen froh botschaft   ich hoffen ' es wenigstens   wer so wie du ' eine hübsch weil ' herrschen   herrschen gern auch wieder   still sitzen sein eine greul   ich lieb ' es auch nicht   so hören denn   ich haben was in petto   pack dein koffer   nehmen dein inventar   spezialmission auf unbestimmt dauer     nehmen adler   bündelblitze   ganymed auch   und zeihen hernieder in mein alt deutschland   zu+die unterschied   du verstehen   du find'st dort bildwerk viel auf straße und auf platz   athene nicht   auch venus nicht von milo   doch blücher   york   schwerin und keith und scharnhorst   die alt zieten und die alt fritzen   die letztere   denken ' ich   kennen du   ' s sein derselbe   nach deutschland also   hier sein die bestallung   du wissen ja   wie man es machen   räumen ' auf gebührlich   sehen nach die recht|rechte   mehren macht und ordnung   werfen alle feind nieder   draußen   drinnen   und wenn du die tun haben   kommen wieder   dein schade sollen es nicht sein   « und zeus verneigen sich dankbar ehrfurchtsvoll   und alle unmut   die wegen unfreiwillig a d  schaft er lang ' quälen   fallen ab von er   es wachsen ersichtlich er die brau'n zu ganz büschel   nur höh'r hinauf sein hopf ' und malz verlieren     und sehen   mit adler   blitz und ganymed auch ziehen er hinab   um groß und klein zu prüfen   herz   niere   rotwein   bock und andere bier   » wer kommen denn da   « so lauten die willkomm   die ziemlich nüchtern er empfangen   fast feindlich   er aber   sein vollmacht in die tasche   verfahren programmhaft   schütteln die braue|brauen   die jovis brauen   ei   die klingen wie donner   und sein es nicht donner   sein es kanone   missunde   düppel   hurra   weiter   weiter   nussschale schwimmen auf die alsensunde   hin über lipa stürmen die geschwader   eine knäul von freund und feind   da sehen er selber   die mit die helm sein es und die schwefelkragen   und spichern   wörth und sedan   weiter   weiter   und durch+die triumphtor triumphierend führen er all deutschland in die knirschend paris     ,autoren_lyrik_lemma_fontane_Zeus in Mission,fontane,lyrik
94,94,94,sonnengluthen   abendschatten wechseln in+die alt gleis   und auch du   die qualenmatten   tönen in+die ohr die gleich weise   gehen die gestern   kommen die heute und an+die ende auch die morgen   doch in alle drei als beute theilen gierig sich die sorge|sorgen   sonnengluthen   abendschatten können nicht von selber enden   aber du   die lebenssatt   sein es vergönnen   sein loos zu wenden   nicht umsonst sein du geben   was natur die andere schuldig   drum so enden du dein leben   oder tragen es still geduldig   ,"autoren_lyrik_lemma_fontane_7. [Sonnengluthen, Abendschatten]",fontane,lyrik
95,95,95,wohl reihen ihr reim an reim und fügen zu+die wort die wort   doch euer saat keim wir dünken sie verdorren   verdorren   noch eh die sichel die zeit sie jäh durchkracht und so die deutsch michel die arbeit leicht machen   denn ach   ihr gehen verloren die ding gang und grund   sie hören mit taub ohr und sprechen mit stumm mund   doch wehen euer scheitel an+die tag die gericht   denn was ihr singen sein eitel   und was ihr sagen sein nichts   und doch   gehen je vor zeit die sänger mit die sieg   in eine heilgen krieg   denn nicht um hof und heerde schlagen unser herz und schwellen   heuen sein es die ganz erde   die unser sterben gelten   seit urbeginn schon gährte es tief in+die schooss die zeit und jede stunde nähren die grausen widerstreit   doch heute erst entrauchte die lohe ihr schacht und blutig überhauchte sie die gewölk die nacht   und weh   die glück zerschellen   was ganz sein   brechen entzwei   und durch die land gellen eine einzig laut schrei   mit mehlthau übernetzte die feld sich weit und breit und es beginnen die letzt   die bürgerkrieg die zeit   nun rasen er durch die aue und spielen sein wild spiel und wir durchrinnen eine grauen   bedenken wir sein ziel   die tafel die gesetz zerbersten wie spröde glas   die tugend werd zu+die metze   die liebe werd zu+die hass   die wahrheit liegen in+die staub   die hoffnung sitzen und weinen   sterben sein die glaube und ach   die herz versteint   die wahnsinn schlange zischen und alp thürmt sich auf alp und wüst erschallen dazwischen die tanz um+die goldne kalb   doch nahn schon gott bote und ihr stimme sprechen   lebendig sein die todten und nahe die gericht   die erdball wanken und zittern   des himmel wolke drohn und durch die land wittern die hauch die tod schon   ihr aber   die zu wächter des heiligthums bestellen   sie haben ihr die verächter des himmel zugesellen   denn wenn die donner rollen   verschlosst ihr euer ohr   und wenn die brandung grollen   wer sein es   die sie beschwören   sie stammeln wie die kind   dass niemand ihr verstehen   und jede reimverbinder sein heute ein   poet   sich selbst singen er in+die lied und machen es sich bequem   als sein die ewig friede schon mehr als eine problem   doch nun genug die schande   auf   auf   und greifen zu+die wehr und wandern durch die land und rudern über+die meer   streifen ab die blumig kette und folgen wir in die krieg   denn noch sein sie zu retten die ehre und die sieg   und dräuen auch manche wolke ihr schwarz an+die horizont   o halten treu zu+die volk   sie haben es noch nie gekonnt   nach er strecken sein kralle|krallen siebenfach die noth   die schrecklich von alle sein doch die kampf um+die brot   zerknechtet und zerknetet   es kennen sich selber nicht   drum singen und wachen und beten   mehr licht   o gott   mehr licht   und kehren die friede wieder dereinst nach kampf und streit   dann singen   die lied die lied   die sein die lied die zeit   ,autoren_lyrik_lemma_fontane_9. Die deutschen Denker,fontane,lyrik
96,96,96,durch eine unverdient gnade die sinn wunderbar erhellen   so wandl ' ich sinnend dies pfad   mein reich sein nicht von dies welt   keine erdenweib   vor die ich knieen   nein   schön sein mein herz entbrennen   ich lieben die göttin aphrodite   die königin von griechenland   die goldne traumwelt die hellene   in ich werd sie zu+die melodie   die ewge schönheit sein mein sehne|sehnen   mein flügelross die phantasie   keine sänger drum   vor die ich knieen   mein lied   es blitzen wie eine demant   ich lieben die göttin aphrodite   die königin von griechenland   seit unvordenklich aeonen sein sie es schon   die die scepter schwingen   und dienstbar sein ihr die nation von+die aufgang bis zu+die niedergang   keine könig drum   vor die ich knieen   ich lieben die göttin aphrodite   die königin von griechenland   die jnder nennen die gottheit brahma   doch ach   schon anders die buddhist   ich sein mein eigen dalai lama   ich sein mein eigen jesus christ   keine tempel drum   in die ich knieen   die ganz welt sein ich eine tand   ich lieben die göttin aphrodite   die königin von griechenland   ,autoren_lyrik_lemma_fontane_2. [Durch eine unverdiente Gnade],fontane,lyrik
97,97,97,die brust werden kalt   es stocken sein atem   sein auge scheinen von+die tod schließen   maria küssen die bleich stirn   die schon so früh ruhm genießen   da spielen um sein mund eine lächeln   auf glimmen eine letzt lebensfunken   dann sein er in maria arm|arme zu letzt schlaf zurückgesunken   ,autoren_lyrik_lemma_Fontane_4. Der sterbende Douglas,Fontane,lyrik
98,98,98,hubert die maler   an+die isarstrand sitzen er in bajuvarenland   er sitzen und sinnen   wohl sein ich froh in die mönchestadt   in monaco   wohl trinken ' ich hier weihen stephan an+die quell   und doch mein aug '   es werden trüb und hell   mein aug '   es sehen   als sein ' es in+die traum   an+die lützowplatz eine weihnachtsbaum   es gehen nicht lang   ich wollen nach haus   ich gehen hier laun ' und stimmung aus   ich reisen ' auch gleich   ohne lange zu schreiben   und wenn fünf minute in hof wir bleiben   so telegraphier ' ich nach berlin west   » kommen noch heute   kommen zu+die fest   hubert in hof   « sagen   tun   er nehmen eine billett   ei   die reise|reisen   es sein doch nett   die wagen sein warm   die sitz sein breit   und draußen so still   und wie hübsch es schneien   » ich machen ich nichts aus sturm und regen   die schütteln man ab   die machen nicht nass   schnee dämpfen selbst die eilzug gestöhn und gedröhn   schnee sein bloß hübsch   schnee sein bloß schön   « so hubert   als er in erst stund ' in nähe von freysing sich befund   auch in ingolstadt noch   aber schon bei fürth die sache ziemlich bedenklich werden   es schneien und schneien   es fallen|fällen und fallen|fällen   eine schneehaufe werden die ganz welt   baum   dach   kirchturmspitze   alle schon tief in die kappe sitzen   und als die maschine   die längst nicht mehr fleucht   sich bis nach hof hin durchgekeucht   da sitzen sie fest   die zug stehen still   die wand nicht weiter sich öffnen wollen   und die schaffner rufen   » aussteigen   zu nacht entsetzen   lache|lachen   fluchen   gewimmer   all stürzen in die wartezimmer   nur eine kennen eine hoch pflicht   er telegraphiert   » erwarten ich nicht   einschneien   machen ihr keine sorge|sorgen   ich sitzen hier fest   kommen ' also morgen   hubert in hof   « die klingen noch zunächst vergnüglich fast   aber die länge   sie haben die last   ihr alle kennen die ausspruch ja   » früh um acht in potsdam   was sollen ich da   « und potsdam sein immer doch potsdam noch   wen können es trösten   wer können dran genesen   dass jean paul in hof auf die schule sein   und die wartesaal   himmel   welche geruch   dunst und wrasen aus keller und küche   von stiefelsohle die schneekrustenschmelze   zigarre aus östreich   judenpelze   korb mit ei|eiern   mit hering   mit käse   kanonenofen mit glutgebläse   zwiebelbeefsteak   bayrisch wurst   pfeffern   salzen von wegen die dürste   ja dürste   riesig wachsen die wunsch nach glühwein   knickebein   grog und punsch   salat von fisch   mayonnaise von hummer   manche vermostrichte zeitungsnummer   vier woche alt kladderadatsche   witz   politisch getratsche   harfenistinnen   geige   klaviergeklimper   courmacher   derb und mit gezimper   und allviertelstündlich eine neu rapport   » es schneien und schneien noch immer fort   « so sitzen sie fest und spielen skat   und nach haus hin sehnen sich   früh und spat   hubert in hof   doch gott sein dank   ' s stehen irgendwo   konfuz oder könig salomo     » eine jede ding haben sein zeit «   und so haben es denn auch endlich ausgeschneit   » einsteigen   « erklingen die süß wort   und wieder norderwärts gehen es fort   lokomotive   tapfer held   schlagen sich durch bis bitterfeld   in wittenberg   wie sirenengesang   » apfelkuchen   « klingen es die bahnsteig entlang   aber wachs in+die ohr   nur nicht kosen|kosten woll'n   es rufen ja die beßre weihnachtsstoll'n   er rufen     und treppauf mit eine satz sein hubert jetzt heim an+die lützowplatz   hubert in hof   ,autoren_lyrik_lemma_fontane_Hubert in Hof,fontane,lyrik
99,99,99,o glaube   liebe   hoffnung   heilig dreiheit   wir dienen du und du belohnst wir nie   denn auch noch heuen sein unser deutsch freiheit nur eine schwarzrothgoldne phantasie   ,autoren_lyrik_lemma_fontane_Essetai hêmar,fontane,lyrik
100,100,100,was iſt’s   die bis in’s tiefſte herz selbſt die geſchmeiß an+die hof durchbebt   wenn anmuthvoll   mit leicht scherz   die lady eſſex nah ſchwebt   iſt es die junogleiche haupt   was jede bruſt die athem rauben   iſt’s jen tugend hoch geiſt die ſelbſt die spötter ſchweigen heißen   und ehrfurcht auch von die ſchier von alle laſtern ſtrotzt   wie oder iſt es nur eine grauen   die ſich in alle herz bahnen   weil man die finſtren macht ahnen   die ihr in+die buſen hütte bauen   so iſt’s   eine ahne|ahnen flüſtert leis   alle dieſer stolz iſt aetna eis   iſt lüge   die zu leugnen ſtrebt die lavagluth   die drunter leben   ,autoren_lyrik_lemma_Fontane_1.,Fontane,lyrik
101,101,101,zweihundert jahr   dass wir hier zu land eine obdach finden   freistatt für die glaube und zuflucht vor bedrängnis die gewissen   eine hochgemuter fürst   so frei wie fromm   empfangen wir hier   und wie die fürst die land empfangen wir auch sein volk   keine neid werd wach   nicht eifersucht   man öffnen die tor wir und heißen als glaubensbruder wir willkommen   so werd die freistatt bald zu+die heimatsstätte   zu+die stätte neu lieb '   und was seitdem durch gott ratschluss dies land erfahren   wir leben es mit   sein leid sein unser leid   und was es freuen   sein auch unser freude   wohl pflegen wir die eignen   die gemeinde gedeihn und wachstum bleiben wir herzenssache   doch nie vergessen wir die pflicht und sorge   mit fleiß'ger hand   in alle wohl erfahren   was alt kultur und wärm'rer sonne daheim entsprießen und eine reich'ren land   so wirken wir   doch unser tun zu rühmen   heuen ziemen es wir nur zu huld'gen und zu danken   und dies dank   was leihen ' er größ 're kraft und inbrunst als eine rückblick auf die leid   die einst aus unser heimat wir vertreiben   erklinge denn   musik   und führen ' herauf   in+die widerspiel zu dies stunde glück   ,autoren_lyrik_lemma_fontane_Prolog,fontane,lyrik
102,102,102,» unser heiland werden   so wahr ich taufen   um dreißig silberling verkaufen   drum neunundzwanzig schätzen ' ich ihr ein   um ,autoren_lyrik_lemma_Fontane_König Johann und der Bischof von Canterbury,Fontane,lyrik
103,103,103,du mutter alle liebe und ihr kind   du einzig pfühl   auf die wir sorglos schlummern   ich rufen du   kehren ' wieder in dies herz   es geben keine glück   wo du die rücken wandtest   es geben keine unglück   lächeln du auf+die neu   laß kämpfen ich in dein spruch und zeichen   und wieder werden die leben ich zu+die sieg   « ,"autoren_lyrik_lemma_fontane_3. [»Vertrauen, schönster Stein in Königskronen]",fontane,lyrik
104,104,104,die groß maul und die klein hirn wohnen meist unter dieselb stirn   ,autoren_lyrik_lemma_fontane_Einem Kritiker,fontane,lyrik
105,105,105,beutst du die geist sein nahrung   so laß nicht darben dein gemüt   des leben hoch offenbarung doch immer aus die herz blühen   eine gruß aus frisch knabenkehle   ja mehr noch   eine kind lall'n   können leuchtend in dein seele wie weisheit alle weise fall'n   erst unter kuss und spiel und scherz|scherzen o lernen denken mit die herz   und lernen fühlen mit die geist   ,autoren_lyrik_lemma_fontane_5. Beutst du dem Geiste seine Nahrung,fontane,lyrik
106,106,106,' s sein wieder eine lord william und wieder eine sir john   eine alter und eine junge   doch jede eine hamilton   ,autoren_lyrik_lemma_Fontane_Die Hamiltons,Fontane,lyrik
107,107,107,die könig drauf mit lache|lachen   » dank ' schön   ich wußt ' es schon   es gelten er kirr zu machen   drum   festungsgarnison   er müssen in die provinz und nicht lang hier verziehn   nach magdeburg mit die prinz   und ,autoren_lyrik_lemma_Fontane_Prinz Louis Ferdinand,Fontane,lyrik
108,108,108,auf dies schön die planet erheben furchtbar ihr geschrei die theegepäppelten poet die höhern töchterclerisei   » schon wieder einer   die revoltert   schon wieder einer   die nur schreien   die menschheit herz haben ihr foltern   ich sein die geist die neu zeit   was wollen die lump   was   räsonniren   die kerl   scheinen es   haben die groß floh   so jung noch und schon kritisiren   o tempora   sagen cicero   hm   jedenfalls sitzen er in+die dalles   doch   teufel ja   wie die auch sein   wir dulden alle   alle   alle   nur nicht tendenzenreiterei   die poesie sein keine pfütze   sie brennen nicht wie eine lampendocht   und nichts gelten wir eine kopf voll grütze   wenn sie die herz nicht weich kochen   « schon gut   so hören doch auf mit schelte und schlagen ich nicht die fenster ein   gewiss   ihr herr   ich lassen es gelten   die mensch leben nicht von brot allein   die lerche jubeln noch und klettern an ihr lied in die luft und dunkel hochgewitter wettern noch nächtlich über wald und kluft   noch immer blühen in+die lenz die flieder   in+die sommer duften die jasmin   die nachtigall singen ihr lied und jede ton eine blutrubin   und machen die herbst dann sein runde   umkreisen die adlerweib die horst   dann wandern um die mittagsstunde die sonne golden durch die forst   dann liegen ich träumerisch in+die gras und freuen ich   dass die erde rund   und oft versetzen ich in extase eine heiß   rother frauenmund   und doch   o heilig hippokrene     wenn ihr die ding so süß bereimt   in goldschnitt » gb   « notabene und roth mit callico beleimt   fallen|fällen ich die nürnberger trichter und geibels schön wahrspruch ein   man können eine gut lyrisch dichter und doch eine dumm teufel sein   ,autoren_lyrik_lemma_fontane_8. So ist's!,fontane,lyrik
109,109,109,wer kommen   wer     fünf regiment von düppel her   fünf regiment von+die dritt korps rücken durch+die brandenburger tor   prinz friedrich karl   wrangel   manstein   general röder   general canstein   fünf regiment   von+die sundewitt rücken sie an in schritt und tritt   wer kommen   wer     die achter   hut ab   sapperment   vor die yorkschen leibregiment   schanze neun und schanze drei ware keine spielerei   hut ab und hurra ohne end '   allemal hoch die leibregiment   wer kommen   wer     hurra   die vierundzwanziger   gut tag   gut tag und gehorsamster diener   ei   die sein ja mein ruppiner   flinke kerl   ohne flattusen   grüßen ' gott du   görschen und brockhusen   mögen manche von ihr umhalsen   düppel sein gut   gut sein alsen   ' s sein keine kunst   ihr helfen ja die fee   die wasserfee von+die ruppiner see   wer kommen   wer     hurra   die vierundsechziger   hurra   die sein wieder breit und stark   die machen   es sein richtig uckermärker   die sein schon mehr für kolbe und knüppel   conferatur wester  und oster düppel   verstehen sich übrigens auch auf gewehr   siehe fohlenkoppel und arnkiel öre   fünfzig dänisch feuerschlünde können nichts gegen prenzlau und angermünde   wer kommen   wer     füsiliere   funfunddreißiger   hurra   die wirbeln und schreiten geschwind   jede   als ob er eine gärtner sein   tragen drei sträußer auf sein gewehr   gärtnern freilich   graben   geschanzt   dann sich selber einpflanzen   einpflanzen auf schanze zwei   die flink berliner sein vorbei   wer kommen   wer     hurra   unser sechziger   grüßen mit sein säbelspitze   hut ab und heraus die tuch   die sein unser oderbrücher   keine knattrer und bloß verschluser   laute barnimer und lebuser   fest ihr tritt   frank und frei   wer kommen   wer     artillerie und ingenieur '   elfte ulan   zieten husaren   paukenwirbel und fanfare   halt     die ganz waffenblitz all still   keine pferdegeschnauf   zehntausend blicken zu er auf   die neigen sich leise und lüpfen die hut   » konzediere   es sein gut   « ,autoren_lyrik_lemma_fontane_Einzug (7. Dezember 1864),fontane,lyrik
110,110,110,eine ganz teint und taille sein   aschblond die schlicht gescheitelt haar   blendende zahn   fein kinn   typus eine engländerin   aber solche   die palankin überdacht weit draußen ihr tag verbringen   in hongkong oder singapor   ihr diener malaie halb   halb mohr     und neben ihr plaudern eine jung lord von lachsfang in+die stavanger fjord   all albionmäßig abstempeln   die beinkleid unten umkrempeln   ,autoren_lyrik_lemma_Fontane_Brunnenpromenade,Fontane,lyrik
111,111,111,ich sein hinauf   hinab ziehen und suchen glück und suchen ' es weit   es haben mein suche|suchen ich betrügen   und was ich finden   sein einsamkeit   ich hören   wie die leben lärmen   ich sehen sein tausendfarbig licht   es sein keine licht   die ich erwärmen   und echt leben sein es nicht   und endlich sein ich heimgehen zu alt stellen ' und alt lieb '   und von ich ab fallen die verlangen   die einst ich in die ferne treiben   die welt   die fremd   lohnen mit kränkung   was sich   umwerbend   ihr gesellen   die haus   die heimat   die beschränkung   ,"autoren_lyrik_lemma_fontane_4. [Ich bin hinauf, hinab gezogen]",fontane,lyrik
112,112,112,blume   o freundin   du mitbringen von dies feld   es wollen ' nicht gelingen   hafer nur   soweit ich sehen   hafer   hafer nur sein da   märkisch roß gewinnen die schlacht   haben die feld berühmt machen   und die feld   es zahlen mit glück alte schuld in hafer zurück   ,autoren_lyrik_lemma_fontane_2. Vom Fehrbelliner Schlachtfeld,fontane,lyrik
113,113,113,du sein eine held   wie die könig saul   und hätt ich bei hof credit   ich geben du für dein groß maul die orden pour le mérite   und doch   vergeblich dein ring|ringen nach ruhm   zu+die nebel verbleichen dein glanz vor die sigl'schen mauldreckschleuderthum des » bairisch vaterland   « ,autoren_lyrik_lemma_fontane_An den's gerichtet ist!,fontane,lyrik
114,114,114,nur nicht bitter frage tauschen   antwort sein doch nur wie meeresrauschen   ,autoren_lyrik_lemma_Fontane_Die Frage bleibt,Fontane,lyrik
115,115,115,nie haben ' ich eine dummeres stück lesen   » die haus sein ausverkaufen sein   « farbe   linie   alle verschwimmen   » die jury haben es annehmen   « eine skandal sein sein art zu leben   » die botschafter haben er eine fest geben   « glaube sie ich   er sein eine kujon   » haben aber eine taler million   « ,autoren_lyrik_lemma_fontane_7. Erfolganbeter,fontane,lyrik
116,116,116,an eine sommermorgen da nehmen die wanderstab   es fallen dein sorge|sorgen wie nebel von du ab   die himmel heiter bläue lachen du in+die herz hinein   und schließen   wie gott treue   mit sein dach du ein   rings blüte nur und trieb und halm von segen schwer   du sein   als ziehen die liebe des weg nebenher   so heimisch alle klinget als wie in+die vaterhaus   und über die lerche schwinget die seele sich hinaus   ,autoren_lyrik_lemma_fontane_Guter Rat,fontane,lyrik
118,118,118,die mutter sprechen   » lieb else mein   wozu dies grämen und härmen   man leben sich ineinander ein   auch ohne viele zu schwärmen   wie manche nehmen schon ihr mann   dass sie nicht sitzen bleiben   und dünken sich in+die himmel dann und   alle ohne liebe   « ,autoren_lyrik_lemma_Fontane_»Und alles ohne Liebe«,Fontane,lyrik
